2.4,,
8,,Sum all of A1 to 611
12.74,,459965.94
15,,
15.25,,
16,,
16.95,,
18.54,,
20,,
20,,
20,,
20.69,,
22,,
24,,
25,,
25.19,,
25.87,,
28.83,,
29.88,,
30,,
30,,
30,,
30.24,,
30.65,,
30.72,,
31.58,,
31.74,,
31.97,,
32.16,,
32.94,,
33.33,,
33.46,,
33.47,,
33.77,,
35.26,,
35.29,,
35.62,,
36.02,,
36.07,,
36.43,,
37.02,,
37.05,,
37.05,,
37.18,,
37.19,,
37.3,,
38.07,,
39.06,,
39.46,,
40,,
42.51,,
48.11,,
48.42,,
50,,
50,,
50,,
50,,
50,,
51.5,,
54.5,,
56,,
58.33,,
58.4,,
59.48,,
60,,
60,,
60,,
64.05,,
66.68,,
66.76,,
66.86,,
66.87,,
67.3,,
70,,
72.07,,
75,,
75,,
76.46,,
76.47,,
76.48,,
76.7,,
80,,
81.03,,
82.95,,
83.6,,
84.17,,
86.09,,
86.91,,
89.98,,
90,,
93.1,,
93.59,,
95.14,,
95.56,,
97,,
98.02,,
98.03,,
98.06,,
98.06,,
98.96,,
98.99,,
99.61,,
99.61,,
99.62,,
99.63,,
99.65,,
100,,
100,,
100,,
100,,
100,,
100.21,,
107.15,,
107.47,,
107.83,,
108.13,,
108.14,,
108.14,,
108.14,,
108.33,,
108.33,,
108.35,,
108.35,,
108.35,,
109.93,,
110,,
113.63,,
118.54,,
118.59,,
119.55,,
120,,
121.45,,
121.46,,
121.5,,
121.5,,
121.8,,
122.7,,
123.14,,
123.14,,
123.18,,
123.34,,
123.44,,
126.29,,
127.5,,
127.96,,
130,,
131.32,,
131.67,,
135.3,,
135.93,,
139.5,,
140,,
141.07,,
143.45,,
143.46,,
143.46,,
143.5,,
143.5,,
143.54,,
143.62,,
145.28,,
145.33,,
146.22,,
148,,
148.76,,
150,,
150,,
150,,
150,,
150,,
150,,
150,,
152.07,,
154.56,,
155.73,,
155.89,,
157,,
157.07,,
157.07,,
157.07,,
157.07,,
157.28,,
157.87,,
159.9,,
159.99,,
160.42,,
160.5,,
160.67,,
161,,
163.62,,
163.76,,
163.8,,
163.87,,
165.8,,
165.9,,
166.67,,
166.77,,
168.57,,
168.95,,
169.45,,
170.53,,
170.61,,
170.61,,
170.61,,
175,,
176.52,,
180.88,,
183.12,,
183.39,,
183.39,,
183.77,,
185.35,,
186.64,,
186.64,,
186.78,,
186.78,,
186.78,,
186.78,,
186.78,,
186.78,,
186.78,,
186.78,,
186.78,,
186.78,,
187.02,,
191.54,,
193.86,,
194,,
194.1,,
194.1,,
194.47,,
195.31,,
196.93,,
200,,
200,,
200,,
200,,
200.12,,
201.06,,
202,,
207.04,,
209.57,,
210,,
219.36,,
220,,
225,,
230,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
235,,
246,,
246.35,,
247.5,,
250,,
258,,
273.18,,
289,,
290.3,,
290.3,,
290.57,,
290.57,,
290.57,,
290.57,,
290.57,,
290.57,,
290.57,,
290.57,,
290.57,,
297.82,,
300,,
306.14,,
306.21,,
308.92,,
311.39,,
331,,
340,,
349.98,,
380.53,,
382.25,,
387.53,,
392,,
392,,
392,,
392,,
392.11,,
393.61,,
395.52,,
396,,
396,,
396.33,,
398.15,,
398.15,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
409.02,,
429.94,,
437.87,,
440,,
443,,
443.53,,
449.4,,
449.4,,
449.4,,
449.4,,
449.4,,
449.4,,
450,,
451.61,,
462.33,,
475.34,,
475.39,,
475.39,,
475.53,,
477,,
481,,
487.51,,
490,,
492.94,,
499.07,,
500,,
510.41,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
517,,
543.07,,
550,,
550,,
560,,
563.94,,
564.42,,
564.84,,
565,,
573.61,,
573.75,,
573.75,,
573.92,,
573.92,,
574.47,,
575.71,,
580,,
582,,
594,,
594,,
600,,
600,,
600,,
601.32,,
605.2,,
610,,
615,,
620,,
620,,
620,,
625,,
625,,
625,,
625,,
625,,
626.61,,
627.79,,
633,,
635,,
640,,
640,,
640,,
640,,
640,,
640,,
640,,
640,,
640,,
640,,
660.13,,
675,,
681.35,,
682.02,,
682.23,,
682.37,,
682.37,,
700,,
724.9,,
727.74,,
737,,
742.11,,
747.54,,
768,,
784,,
834.84,,
840,,
875,,
900,,
902.11,,
905.45,,
907.92,,
942.11,,
942.11,,
950,,
962.11,,
970,,
970,,
972.11,,
972.11,,
987,,
996.63,,
999,,
1000,,
1000,,
1008,,
1008,,
1008,,
1008,,
1008,,
1044,,
1044,,
1044,,
1044,,
1044,,
1110,,
1123.4,,
1188,,
1200,,
1200,,
1200,,
1200,,
1233,,
1242.88,,
1258.9,,
1280,,
1280,,
1287,,
1358,,
1363.25,,
1380,,
1386,,
1399.76,,
1476.61,,
1476.61,,
1476.61,,
1476.61,,
1505,,
1510.77,,
1544.22,,
1550,,
1552,,
1584,,
1600,,
1619.16,,
1625,,
1642.88,,
1676.59,,
1680,,
1683,,
1700.71,,
1703,,
1718.44,,
1724.22,,
1743,,
1746.33,,
1750,,
1750,,
1750,,
1750,,
1750,,
1750,,
1804.22,,
1831.82,,
1844.22,,
1854.22,,
1875.4,,
1884.22,,
1884.22,,
1884.22,,
1884.22,,
1895.86,,
1901.62,,
1906.44,,
1914.22,,
1949.26,,
1950,,
1950,,
1950,,
2000,,
2000,,
2000,,
2000,,
2010,,
2050,,
2050,,
2110,,
2250,,
2363.2,,
2400,,
2425,,
2600,,
2614,,
2696.22,,
2708.27,,
2750.1,,
2750.1,,
2750.1,,
2750.1,,
2750.1,,
2750.1,,
2750.1,,
2750.1,,
2760,,
2800,,
2834.17,,
2876.03,,
2876.03,,
2876.03,,
2876.03,,
2876.03,,
2876.03,,
2876.03,,
2888.29,,
2888.29,,
2890.96,,
2961.39,,
3000,,
3008.79,,
3008.79,,
3011.58,,
3109.35,,
3200,,
3250,,
3400,,
3400,,
3514.45,,
3570.48,,
3700,,
3711.47,,
3731.57,,
3800.4,,
3824.81,,
3900,,
3979.73,,
4025,,
4103.67,,
4182.85,,
4220,,
4300,,
4333.28,,
4500,,
4746.17,,
4750,,
4750,,
4912.5,,
5000,,
5042.55,,
5200,,
5355,,
5500,,
5552.5,,
5569.25,,
5586,,
5655.5,,
5720.5,,
5817,,
5818.75,,
5895,,
5901,,
5938.04,,
5955.39,,
5971.25,,
6000,,
6000,,
6002,,
6275,,
6336.28,,
6385.5,,
6600.24,,
7500,,
7828,,
8000,,
8019.83,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8518.12,,
9625,,
11245,,
11392.5,,
14028.3,,
14028.3,,
14388,,
15000,,
15000,,
15745.07,,
16000,,
16454.34,,
16746.28,,
17058.97,,
17240.45,,
17309.03,,
17861.19,,
17960.19,,
18705,,
19020.34,,
19451.28,,
19857.56,,
20000,,
20348.64,,
20503,,
20759.59,,
20957.55,,
21171.97,,
21408.17,,
22538.98,,
23330.05,,
23750,,
24547.95,,
24815,,
25000,,
25256.23,,
25385,,
25445.03,,
26135,,
27407.53,,
27545,,
29652,,
30000,,
30000,,
30977.4,,
33617.49,,
35108.95,,
35182.8,,
38328.54,,
40796.45,,
42032.02,,
42539.01,,
42855.57,,
44520,,
47000,,
60000,,
60000,,
104000,,
128777.97,,
129020.01,,
129509.8,,
129615.73,,
131498.37,,
135384.6,,
135435.75,,
138467.13,,
138866,,
150000,,
170000,,
133.693.88 ,,
