5,,
10,,From A1 to 438
20,,420299.35
20,,
22.55,,
22.61,,
26.54,,
30,,
30,,
30,,
30,,
30,,
31.23,,
31.55,,
31.76,,
31.79,,
31.83,,
31.99,,
32.01,,
32.21,,
32.23,,
32.83,,
32.96,,
33.06,,
33.24,,
33.32,,
33.97,,
34.14,,
36.57,,
38.16,,
39.34,,
40,,
40.05,,
42.5,,
46.55,,
48.44,,
50.31,,
57,,
57.34,,
60,,
60,,
60,,
60.07,,
62.27,,
63.82,,
65.75,,
66.64,,
69.5,,
69.5,,
74,,
74.75,,
75.48,,
76.98,,
77.07,,
77.16,,
77.25,,
77.25,,
77.28,,
77.48,,
78.99,,
81.63,,
81.64,,
81.87,,
81.96,,
82.52,,
83.27,,
83.53,,
84.43,,
85.77,,
87.99,,
90.5,,
91.91,,
92.37,,
92.79,,
94.51,,
95,,
100,,
100,,
100.13,,
106.64,,
107.6,,
109.36,,
112.73,,
112.81,,
117.75,,
118.25,,
118.5,,
120,,
120.73,,
122.22,,
122.22,,
122.22,,
122.23,,
122.23,,
122.37,,
124.08,,
124.68,,
125,,
125,,
125,,
126.87,,
128.94,,
128.95,,
129,,
129.42,,
132.32,,
135.04,,
137.87,,
139.13,,
141.31,,
143.84,,
144.91,,
145.25,,
149.91,,
149.92,,
150,,
150,,
150,,
150,,
150,,
150,,
150,,
150,,
151.36,,
151.77,,
151.78,,
151.78,,
152.12,,
155.95,,
156.03,,
156.39,,
156.59,,
156.59,,
156.66,,
156.72,,
156.76,,
156.81,,
157.61,,
158.24,,
159.9,,
159.91,,
160.41,,
160.48,,
162.82,,
165.18,,
166.38,,
170,,
171.24,,
171.48,,
171.49,,
171.73,,
171.83,,
172.46,,
172.8,,
174.59,,
175,,
177.1,,
177.81,,
179.62,,
181.04,,
182.16,,
182.7,,
183.04,,
185,,
185.55,,
186.64,,
188.83,,
191.47,,
193,,
195.87,,
200,,
202.4,,
203.16,,
207.25,,
221.91,,
224.21,,
235,,
244.74,,
256.9,,
268,,
291.53,,
291.53,,
291.53,,
291.53,,
291.53,,
291.53,,
291.53,,
291.53,,
291.53,,
291.53,,
291.78,,
291.78,,
300,,
300,,
300,,
300,,
310,,
311.06,,
311.06,,
311.58,,
311.74,,
311.84,,
314.28,,
326.48,,
330,,
335.8,,
336.1,,
336.39,,
336.47,,
350,,
350,,
354.99,,
373.83,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
387,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
400,,
402.11,,
412,,
432.11,,
437.31,,
442.11,,
462.11,,
463.4,,
468.91,,
473.54,,
479,,
479,,
480.2,,
505,,
510.05,,
512.11,,
520.8,,
568.53,,
596.89,,
597.69,,
597.93,,
597.93,,
598.02,,
598.36,,
613.39,,
625,,
625.67,,
630.39,,
632.11,,
636.52,,
640,,
640,,
640,,
640,,
640,,
640,,
640,,
640,,
646,,
659.95,,
660.97,,
662.11,,
662.41,,
669.05,,
669.24,,
672.11,,
672.11,,
672.99,,
704.1,,
704.1,,
704.1,,
704.1,,
704.1,,
710,,
714.5,,
714.5,,
714.5,,
726.63,,
752.11,,
770,,
795,,
800,,
840.59,,
849.95,,
862.11,,
864,,
897,,
932.11,,
942.11,,
942.11,,
942.11,,
952.11,,
972.11,,
972.41,,
982.11,,
982.11,,
1010,,
1063,,
1063,,
1068,,
1068,,
1068,,
1111,,
1111,,
1121.4,,
1179.07,,
1200,,
1250,,
1280,,
1285,,
1342.27,,
1343.09,,
1360,,
1408.2,,
1443,,
1472,,
1500,,
1500,,
1500,,
1520,,
1531.33,,
1574.2,,
1700,,
1717,,
1839,,
1842,,
1847.5,,
1883.15,,
1935,,
1960,,
1973.26,,
2000,,
2000,,
2000,,
2000,,
2038,,
2107.03,,
2141,,
2141,,
2180,,
2206.5,,
2227,,
2491.04,,
2496.84,,
2550,,
2560,,
2580,,
2654.36,,
2687.12,,
2750.4,,
2753,,
2753,,
2828.96,,
2923.13,,
2942,,
2942,,
2942,,
2942,,
2942,,
2942,,
2942,,
2942,,
2942,,
2942,,
2957.6,,
2990,,
3000,,
3009.82,,
3151.85,,
3230.99,,
3337.25,,
3383.15,,
3414,,
3558.19,,
3558.19,,
3559.99,,
3577.52,,
3602.51,,
3606.79,,
3620.1,,
3620.1,,
3664,,
3700,,
3713,,
3713,,
4000,,
4000,,
4100,,
4134.47,,
4134.47,,
4134.47,,
4134.47,,
4134.47,,
4134.47,,
4137.89,,
4138.88,,
4150,,
4206.11,,
4206.11,,
4206.11,,
4206.11,,
4206.11,,
4206.11,,
4208.11,,
4209.59,,
4209.59,,
4391.65,,
4452.64,,
4561.76,,
4590,,
4675.01,,
4970,,
4970.86,,
5630.34,,
5790.5,,
5811.5,,
5882,,
5886,,
5894.25,,
5960,,
6100,,
6460,,
6485,,
6489.25,,
6552.75,,
6558.5,,
6633.75,,
6644.5,,
7493.75,,
7615.91,,
7715.04,,
7739,,
8000,,
8000,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500,,
8500.25,,
9300,,
9600,,
10000,,
10000,,
10431.3,,
11987.2,,
13110,,
13422,,
13994.47,,
14434.4,,
14465.05,,
14662.84,,
14763.59,,
14912.77,,
14991.51,,
15040.93,,
15064.12,,
15114.78,,
15123.81,,
15182.78,,
15265.66,,
15400.25,,
15414.01,,
17500,,
17749.55,,
17750.53,,
17756.08,,
17764.48,,
17770.69,,
17969.6,,
18272.33,,
18493.96,,
18912.36,,
18955.67,,
19081.35,,
19766.37,,
19930.6,,
20080.1,,
20697.05,,
21105.49,,
21423.09,,
21911.48,,
21926.44,,
22283.59,,
22539,,
22656.88,,
24238.92,,
24337.6,,
24488.25,,
26000,,
40250,,
52974.05,,
59670,,
60000,,
66052.59,,
71175.5,,
101222.13,,
102269.79,,
102644.73,,
102805,,
103346.1,,
104255,,
104374.06,,
"104,609.93",,
104811.75,,
105160.15,,
105786.85,,
106579.24,,
137171.67,,
165000,,
385008,,
389823.46,,
512910,,
